region;district;community
Western;Tarkwa-Nsuaem;Nsuaem (western)
Western;Tarkwa-Nsuaem;Nsuta (western)
Western;Tarkwa-Nsuaem;Simpa
Western;Tarkwa-Nsuaem;Tarkwa
Western;Wassa-Amenfi Central;Adjakaa Manso
Western;Wassa-Amenfi Central;Agona Amenfi
Western;Wassa-Amenfi Central;Anakum
Western;Wassa-Amenfi Central;Anyinabrim
Western;Wassa-Amenfi Central;Bonsie
Western;Wassa-Amenfi Central;Manso Amenfi
Western;Wassa East;Ateiku
Western;Wassa East;Atobiase
Western;Wassa East;Daboase
Western;Wassa East;Sekyere Krobo
