LGA;Ward;Settlement;Facility;Type;Ownership;Address;Longitude;Latitude
Garu-Tempane;Garu;;Greater Light Clinic;;;;;
Garu-Tempane;Garu;;Kpatia (garu Tampane) CHPS;;;;;
Garu-Tempane;Garu;;Kpatua CHPS;;;;;
Garu-Tempane;Garu;;Quality Medical Centre;;;;;
Garu-Tempane;Garu;;Werichengo CHPS;;;;;
Garu-Tempane;Kpikpira;;Konkomadan CHPS;;;;;
Garu-Tempane;Kpikpira;;Kpenkpanyoung CHPS;;;;;
Garu-Tempane;Kpikpira;;Kpikpira CHPS;;;;;
Garu-Tempane;Kpikpira;;Ninsum CHPS;;;;;
Garu-Tempane;Kpikpira;;Sumaduri Clinic;;;;;
Garu-Tempane;Kpikpira;;Sumaduri-Tubong CHPS;;;;;
Garu-Tempane;Songo;;Aloko CHPS;;;;;
Garu-Tempane;Songo;;Kugri CHPS;;;;;
Garu-Tempane;Songo;;Pialugu CHPS;;;;;
Garu-Tempane;Songo;;Senebaga CHPS;;;;;
Garu-Tempane;Songo;;Songo Health Centre;;;;;
Garu-Tempane;Songo;;Wadugu CHPS;;;;;
Garu-Tempane;Tempane;;Fame Clinic;;;;;
Garu-Tempane;Tempane;;Kugzua CHPS;;;;;
Garu-Tempane;Tempane;;Lord Clinic;;;;;
Garu-Tempane;Tempane;;Meliga CHPS;;;;;
Garu-Tempane;Tempane;;Rabito (garu) Clinic;;;;;
Garu-Tempane;Tempane;;Tempane CHPS;;;;;
Garu-Tempane;Tempane;;Yabrago CHPS;;;;;
Garu-Tempane;Worikambo;;Farfar CHPS;;;;;
Garu-Tempane;Worikambo;;Kolmasug CHPS;;;;;
Garu-Tempane;Worikambo;;Suamvus CHPS;;;;;
Garu-Tempane;Worikambo;;Worikambo Health Centre;;;;;
Garu-Tempane;Worikambo;;Yizidug CHPS;;;;;
Garu-Tempane;Woriyanga;;Bimpella CHPS;;;;;
Garu-Tempane;Woriyanga;;Duadenyidiga CHPS;;;;;
Garu-Tempane;Woriyanga;;Goum CHPS;;;;;
Garu-Tempane;Woriyanga;;Nadigri CHPS;;;;;
Garu-Tempane;Woriyanga;;Woriyanga Health Centre;;;;;
Kassena-Nankana;Kologo;;Biu CHPS;;;;;
Kassena-Nankana;Kologo;;Biu St. Martins Clinic;;;;;
Kassena-Nankana;Kologo;;Kologo Health Centre;;;;;
Kassena-Nankana;Kologo;;Naaga CHPS;;;;;
Kassena-Nankana;Kologo;;Zoongo CHPS;;;;;
Kassena-Nankana;Kologo;;Zuo CHPS;;;;;
Kassena-Nankana;Manyoro;;Gumongo CHPS;;;;;
Kassena-Nankana;Manyoro;;Manyoro CHPS;;;;;
Kassena-Nankana;Manyoro;;Natugnia CHPS;;;;;
Kassena-Nankana;Manyoro;;Yua CHPS;;;;;
Kassena-Nankana;Navrongo Central;;A.F.A. Memorial Clinic;;;;;
Kassena-Nankana;Navrongo Central;;Gongnia CHPS;;;;;
Kassena-Nankana;Navrongo Central;;Navrongo Health Centre;;;;;
Kassena-Nankana;Navrongo Central;;NHRC;;;;;
Kassena-Nankana;Navrongo Central;;St. Jude Clinic;;;;;
Kassena-Nankana;Navrongo Central;;War Memorial Hospital;;;;;
Kassena-Nankana;Navrongo East;;Doba CHPS;;;;;
Kassena-Nankana;Navrongo East;;Kassena Nankana CHPS;;;;;
Kassena-Nankana;Navrongo East;;Nayagnia CHPS;;;;;
Kassena-Nankana;Pungu;;Nyangua CHPS;;;;;
Kassena-Nankana;Pungu;;Pungu North CHPS;;;;;
Kassena-Nankana;Pungu;;Pungu South CHPS;;;;;
Kassena-Nankana;Vunania/Kapania;;Kapania CHPS;;;;;
Kassena-Nankana;Vunania/Kapania;;Vunania CHPS;;;;;
Kassena-Nankana;Wuru;;Gia CHPS;;;;;
Kassena-Nankana;Wuru;;Korania CHPS;;;;;
Kassena-Nankana;Wuru;;Pindaa CHPS;;;;;
Kassena-Nankana;Wuru;;Wuru CHPS;;;;;
Kassena-Nankana West;Chiana;;Chiana Health Centre;;;;;
Kassena-Nankana West;Chiana;;Gwenia Vornia CHPS;;;;;
Kassena-Nankana West;Chiana;;Kalvio CHPS;;;;;
Kassena-Nankana West;Chiana;;Kalvio-Gugoro CHPS;;;;;
Kassena-Nankana West;Chiana;;Kanania CHPS;;;;;
Kassena-Nankana West;Chiana;;Nyangania CHPS;;;;;
Kassena-Nankana West;Kandiga;;Ateyorum CHPS;;;;;
Kassena-Nankana West;Kandiga;;Kaasi CHPS;;;;;
Kassena-Nankana West;Kandiga;;Kandiga Health Centre;;;;;
Kassena-Nankana West;Kandiga;;Kurugu CHPS;;;;;
Kassena-Nankana West;Kandiga;;Longo CHPS;;;;;
Kassena-Nankana West;Katiu Nankong;;Katiu CHPS;;;;;
Kassena-Nankana West;Katiu Nankong;;Nakong CHPS;;;;;
Kassena-Nankana West;Katiu Nankong;;Saa CHPS;;;;;
Kassena-Nankana West;Kayoro;;Kayoro Health Centre;;;;;
Kassena-Nankana West;Kayoro;;Wuru CHPS;;;;;
Kassena-Nankana West;Mirigu Nabango;;Apiagumongo CHPS;;;;;
Kassena-Nankana West;Mirigu Nabango;;Azinzoka CHPS;;;;;
Kassena-Nankana West;Mirigu Nabango;;Gonum CHPS;;;;;
Kassena-Nankana West;Mirigu Nabango;;Mirigu CHPS;;;;;
Kassena-Nankana West;Mirigu Nabango;;Nabango CHPS;;;;;
Kassena-Nankana West;Nakolo;;Kuliya CHPS;;;;;
Kassena-Nankana West;Nakolo;;Nakolo Health Centre;;;;;
Kassena-Nankana West;Navio;;Badunu CHPS;;;;;
Kassena-Nankana West;Navio;;Navio CHPS;;;;;
Kassena-Nankana West;Navio;;Sakaa CHPS;;;;;
Kassena-Nankana West;Paga Central;;Babile-Nyania CHPS;;;;;
Kassena-Nankana West;Paga Central;;Channia CHPS;;;;;
Kassena-Nankana West;Paga Central;;Kajelo CHPS;;;;;
Kassena-Nankana West;Paga Central;;Nania CHPS;;;;;
Kassena-Nankana West;Paga Central;;Paga Health Centre;;;;;
Kassena-Nankana West;Paga Central;;Wedam Medical Centre;;;;;
Kassena-Nankana West;Paga Central;;Wisdom (kassena Nankana West) Clinic;;;;;
Kassena-Nankana West;Paga Central;;Zenga CHPS;;;;;
Kassena-Nankana West;Sirigu Busongo;;Amuntanga CHPS;;;;;
Kassena-Nankana West;Sirigu Busongo;;Busungu CHPS;;;;;
Kassena-Nankana West;Sirigu Busongo;;Sirigu Health Centre;;;;;
Nabdam;Nangodi;;Nangodi Health Centre;;;;;
Nabdam;Nangodi;;Nyorboko CHPS;;;;;
Nabdam;Nangodi;;Yakote CHPS;;;;;
Nabdam;Pelungu;;Pelungu Clinic;;;;;
Nabdam;Pelungu;;Tindongo CHPS;;;;;
Nabdam;Pelungu;;Zeimboug CHPS;;;;;
Nabdam;Pelungu;;Zogabre CHPS;;;;;
Nabdam;Pitanga/Kongo;;AMC Nangodi;;;;;
Nabdam;Pitanga/Kongo;;Dasobligo CHPS;;;;;
Nabdam;Pitanga/Kongo;;Kongo Logre Clinic;;;;;
Nabdam;Pitanga/Kongo;;Pitanga CHPS;;;;;
Nabdam;Pitanga/Kongo;;Zua CHPS;;;;;
Nabdam;Sakote;;Kotintabig CHPS;;;;;
Nabdam;Sakote;;Nyogbare Ndanboug CHPS;;;;;
Nabdam;Sakote;;Sakote CHPS;;;;;
Nabdam;Zanlerigu;;Miboug CHPS;;;;;
Nabdam;Zanlerigu;;Zanlerigu CHPS;;;;;
Pusiga;Kulungugu/Kultamsi;;Bulugu CHPS;;;;;
Pusiga;Kulungugu/Kultamsi;;Kuitamsi CHPS;;;;;
Pusiga;Kulungugu/Kultamsi;;Kuitamsi Clinic;;;;;
Pusiga;Kulungugu/Kultamsi;;KuLungungu Health center;;;;;
Pusiga;Kulungugu/Kultamsi;;Salifu Memorial Clinic;;;;;
Pusiga;Nakom Zuabuliga;;Nakom CHPS;;;;;
Pusiga;Nakom Zuabuliga;;Zuabuliga CHPS;;;;;
Pusiga;Pusiga;;Akunye Clinic;;;;;
Pusiga;Pusiga;;Bengular CHPS;;;;;
Pusiga;Pusiga;;Dan New Life Clinic;;;;;
Pusiga;Pusiga;;Pusiga Health Centre;;;;;
Pusiga;Sarabogo;;Sarabogo CHPS;;;;;
Pusiga;Widana;;Tindanatinga CHPS;;;;;
Pusiga;Widana;;Widana Health Centre;;;;;
Talensi;Datoku;;Datoku Health Centre;;;;;
Talensi;Datoku;;Kulpeliga CHPS;;;;;
Talensi;Duusi/Gbani;;Duusi Health Centre;;;;;
Talensi;Duusi/Gbani;;Gaare CHPS;;;;;
Talensi;Duusi/Gbani;;Gbani CHPS;;;;;
Talensi;Gorogo;;Gorogo Health Centre;;;;;
Talensi;Gorogo;;TENZUUG CHPS;;;;;
Talensi;Namolgo/Kpatia;;Kpatia (talensi Nabdam) CHPS;;;;;
Talensi;Namolgo/Kpatia;;Namolgo Clinic;;;;;
Talensi;Namolgo/Kpatia;;Sheaga CHPS;;;;;
Talensi;Namolgo/Kpatia;;Yagzore CHPS;;;;;
Talensi;Pwalugu;;Balungu chps;;;;;
Talensi;Pwalugu;;Pwalugu Health Center;;;;;
Talensi;Pwalugu;;Yinduri CHPS;;;;;
Talensi;Tolla/Nungu;;Accra site CHPS;;;;;
Talensi;Tolla/Nungu;;Nungu CHPS;;;;;
Talensi;Tolla/Nungu;;Tolla CHPS;;;;;
Talensi;Tongo;;Baare CHPS;;;;;
Talensi;Tongo;;Sakpare/Tengre CHPS;;;;;
Talensi;Tongo;;Talensi District Hospital;;;;;
Talensi;Tongo;;Tongo Beo CHPS;;;;;
Talensi;Tongo;;Yameriga CHPS;;;;;
Talensi;Winkongo;;Awaredone CHPS;;;;;
Talensi;Winkongo;;Big Boss Clinic;;;;;
Talensi;Winkongo;;Shia Health Centre;;;;;
Talensi;Winkongo;;Winkongo Health Centre;;;;;
