region;district;community
Atsimo Atsinanana;Farafangana;Etrotroka Atsimo
Atsimo Atsinanana;Farafangana;Ambalavato Nord
Atsimo Atsinanana;Farafangana;Efatsy
Atsimo Atsinanana;Farafangana;Tovona
Atsimo Atsinanana;Farafangana;Ambalatany
Atsimo Atsinanana;Farafangana;Namohora Iaborano
Atsimo Atsinanana;Farafangana;Sahamadio
Atsimo Atsinanana;Farafangana;Fenoarivo
Atsimo Atsinanana;Farafangana;Antseranambe
Atsimo Atsinanana;Farafangana;Ihorombe
Atsimo Atsinanana;Farafangana;Ambalavato Antevato
Atsimo Atsinanana;Farafangana;Vohilengo
Atsimo Atsinanana;Farafangana;Marovandrika
Atsimo Atsinanana;Vangaindrano;Vangaindrano
Atsimo Atsinanana;Vangaindrano;Ampasimalemy
Atsimo Atsinanana;Vangaindrano;Tsianofana
Atsimo Atsinanana;Vangaindrano;Bekaraoky
Atsimo Atsinanana;Vangaindrano;Tsiately
Atsimo Atsinanana;Vangaindrano;Soamanova
Atsimo Atsinanana;Vangaindrano;Lopary
Atsimo Atsinanana;Vangaindrano;Bema
Atsimo Atsinanana;Vangaindrano;Vohitrambo
Atsimo Atsinanana;Vangaindrano;Anilobe
Atsimo Atsinanana;Vangaindrano;Lohafary
Atsimo Atsinanana;Vangaindrano;Ampataka
Atsimo Atsinanana;Vangaindrano;Matanga
Atsimo Atsinanana;Vangaindrano;Masianaka
Atsimo Atsinanana;Vangaindrano;Vohipaho
Atsimo Atsinanana;Vangaindrano;Marokibo
Atsimo Atsinanana;Vangaindrano;Ranomena
Atsimo Atsinanana;Vangaindrano;Ambongo
Atsimo Atsinanana;Vangaindrano;Ambatolava
Atsimo Atsinanana;Vangaindrano;Iara
Atsimo Atsinanana;Vangaindrano;Bevata
Atsimo Atsinanana;Vangaindrano;Karimbary
Atsimo Atsinanana;Vangaindrano;Manambondro
Atsimo Atsinanana;Vangaindrano;Fenoambany
Atsimo Atsinanana;Vangaindrano;Isahara
Atsimo Atsinanana;Vangaindrano;Vohimalaza
Atsimo Atsinanana;Vangaindrano;Vatanato
Atsimo Atsinanana;Vangaindrano;Amparihy Est
Atsimo Atsinanana;Vangaindrano;Sandravinany
Atsimo Atsinanana;Midongy-Atsimo;Nosifeno
Atsimo Atsinanana;Midongy-Atsimo;Ankazovelo
Atsimo Atsinanana;Midongy-Atsimo;Andranolalina
Atsimo Atsinanana;Midongy-Atsimo;Maliorano
Atsimo Atsinanana;Midongy-Atsimo;Ivondro
Atsimo Atsinanana;Midongy-Atsimo;Soakibany
Ihorombe;Ihosy;Ihosy
Ihorombe;Ihosy;Ankily
Ihorombe;Ihosy;Ambia
Ihorombe;Ihosy;Tolohomiady
Ihorombe;Ihosy;Irina
Ihorombe;Ihosy;Sahambano
Ihorombe;Ihosy;Analaliry
Ihorombe;Ihosy;Mahasoa
Ihorombe;Ihosy;Ambatolahy
Ihorombe;Ihosy;Soamatasy
Ihorombe;Ihosy;Zazafotsy
Ihorombe;Ihosy;Antsoha
Ihorombe;Ihosy;Sakalalina
Betsiboka;Maevatanana;Antsiafabositra
Betsiboka;Maevatanana;Antanimbary
Betsiboka;Maevatanana;Tsararano
Betsiboka;Maevatanana;Ambalajia
Betsiboka;Maevatanana;Ambalanjanakomby
Betsiboka;Maevatanana;Marokoro
Betsiboka;Maevatanana;Maria
Betsiboka;Maevatanana;Andriba
Betsiboka;Maevatanana;Mahatsinjo
Betsiboka;Maevatanana;Morafeno
Betsiboka;Maevatanana;Mangabe
Betsiboka;Maevatanana;Madiromirafy
Boeny;Ambato Boeni;Ambato Ambarimay
Boeny;Ambato Boeni;Ankijabe
Boeny;Ambato Boeni;Andranofasika
Boeny;Ambato Boeni;Madirovalo
Boeny;Ambato Boeni;Anjiajia
Boeny;Ambato Boeni;Tsaramandroso
Boeny;Ambato Boeni;Ambondromamy
Boeny;Ambato Boeni;Ankirihitra
Boeny;Ambato Boeni;Andranomamy
Boeny;Ambato Boeni;Manerinerina
Boeny;Ambato Boeni;Sitampiky
Boeny;Marovoay;Marovoay Ville
Boeny;Marovoay;Marovoay Banlieue
Boeny;Marovoay;Antanambao Andranolava
Boeny;Marovoay;Anosinalainolona
Boeny;Marovoay;Ambolomoty
Boeny;Marovoay;Marovoay
Boeny;Marovoay;Tsararano
Boeny;Marovoay;Ankazomborona
Boeny;Marovoay;Manaratsandry
Boeny;Marovoay;Antanimasaka
Boeny;Marovoay;Bemaharivo
Boeny;Marovoay;Ankaraobato
Boeny;Mitsinjo;Mitsinjo
Boeny;Mitsinjo;Antseza
Boeny;Mitsinjo;Antongomena Bevary
Boeny;Mitsinjo;Matsakabanja
Boeny;Mitsinjo;Katsepy
Boeny;Mitsinjo;Bekipay
Boeny;Mitsinjo;Ambarimaninga
Betsiboka;Tsaratanana;Tsaratanana
Betsiboka;Tsaratanana;Bekapaika
Betsiboka;Tsaratanana;Tsararova
Betsiboka;Tsaratanana;Betrandraka
Betsiboka;Tsaratanana;Keliloha
Betsiboka;Tsaratanana;Sarobaratra
Betsiboka;Tsaratanana;Ampandrana
Betsiboka;Tsaratanana;Andriamena
Betsiboka;Tsaratanana;Ambakireny
Betsiboka;Tsaratanana;Brieville
Betsiboka;Tsaratanana;Sakoamadinika
Betsiboka;Tsaratanana;Manakana
Sofia;Port-Berge (Boriziny-Vaovao);Port Berge
Sofia;Port-Berge (Boriziny-Vaovao);Ambanjabe
Sofia;Port-Berge (Boriziny-Vaovao);Tsaratanana I
Sofia;Port-Berge (Boriziny-Vaovao);Tsarahasina
Sofia;Port-Berge (Boriziny-Vaovao);Tsiningia
Sofia;Port-Berge (Boriziny-Vaovao);Andranomeva
Sofia;Port-Berge (Boriziny-Vaovao);Amparihy
Sofia;Port-Berge (Boriziny-Vaovao);Leanja
Sofia;Port-Berge (Boriziny-Vaovao);Ambodisakoana
Sofia;Port-Berge (Boriziny-Vaovao);Tsinjomitondraka
Sofia;Port-Berge (Boriziny-Vaovao);Maevaranohely
Sofia;Port-Berge (Boriziny-Vaovao);Marovato
Sofia;Port-Berge (Boriziny-Vaovao);Ambodimahabibo
Sofia;Port-Berge (Boriziny-Vaovao);Ambodivongo
Sofia;Port-Berge (Boriziny-Vaovao);Port Berge II
Sofia;Mandritsara;Mandritsara
Sofia;Mandritsara;Antanandava
Sofia;Mandritsara;Antsoha
Sofia;Mandritsara;Tsaratanana
Sofia;Mandritsara;Kalandy
Sofia;Mandritsara;Antsirabe Centre
Sofia;Mandritsara;Antsiatsiaka
Sofia;Mandritsara;Amboaboa
Sofia;Mandritsara;Manampaneva
Sofia;Mandritsara;Ambarikorano
Sofia;Mandritsara;Andratamarina
Sofia;Mandritsara;Ambaripaika
Sofia;Mandritsara;Ambodiamontana Kianga
Sofia;Mandritsara;Ambalakirajy
Sofia;Mandritsara;Tsarajomoka
Sofia;Mandritsara;Antsatramidola
Sofia;Mandritsara;Ankiakabe-Fonoko
Sofia;Mandritsara;Marotandrano
Sofia;Mandritsara;Ambilombe
Sofia;Mandritsara;Andohajango
Sofia;Mandritsara;Anjiabe
Sofia;Mandritsara;Ambohisoa
Sofia;Mandritsara;Ampatakamaroreny
Sofia;Mandritsara;Ankiabe-Salohy
Sofia;Mandritsara;Pont Sofia
Sofia;Mandritsara;Ambodiadabo
Sofia;Mandritsara;Amborondolo
Sofia;Mandritsara;Antanambaon'amberina
Sofia;Analalava;Analalava
Sofia;Analalava;Ambarijeby Sud
Sofia;Analalava;Ambolobozo
Sofia;Analalava;Befotaka Nord
Sofia;Analalava;Ambaliha
Sofia;Analalava;Maromandia
Sofia;Analalava;Marovatolena
Sofia;Analalava;Andribavontsona
Sofia;Analalava;Angoaka Sud
Sofia;Analalava;Marovantaza
Sofia;Analalava;Ankaramy
Sofia;Analalava;Antonibe
Sofia;Analalava;Mahadrodroka
Sofia;Befandriana Nord;Befandriana Nord
Sofia;Befandriana Nord;Morafeno
Sofia;Befandriana Nord;Ambodimotso Sud
Sofia;Befandriana Nord;Tsiamalao
Sofia;Befandriana Nord;Maroamalona
Sofia;Befandriana Nord;Tsarahonenana
Sofia;Befandriana Nord;Antsakanalabe
Sofia;Befandriana Nord;Ambararata
Sofia;Befandriana Nord;Ambolidibe Est
Sofia;Befandriana Nord;Ankarongana
Sofia;Befandriana Nord;Antsakabary
Sofia;Befandriana Nord;Matsondakana
Sofia;Antsohihy;Antsohihy
Sofia;Antsohihy;Ankerika
Sofia;Antsohihy;Ampandriankilandy
Sofia;Antsohihy;Anjalazala
Sofia;Antsohihy;Anahidrano
Sofia;Antsohihy;Ambodimandresy
Sofia;Antsohihy;Anjiamangirana
Sofia;Antsohihy;Ambodimanary
Sofia;Antsohihy;Antsahabe
Sofia;Antsohihy;Ambodimadiro
Sofia;Antsohihy;Andreba
Sofia;Antsohihy;Maroala
Sofia;Bealanana;Bealanana
Sofia;Bealanana;Beandrarezona
Sofia;Bealanana;Antananivo Haut
Sofia;Bealanana;Antsamaka
Sofia;Bealanana;Ambatosia
Sofia;Bealanana;Ambodiampana
Sofia;Bealanana;Ambatoriha Est
Sofia;Bealanana;Ambovonomby
Sofia;Bealanana;Analila
Sofia;Bealanana;Anjozoromadosy
Sofia;Bealanana;Mangindrano
Sofia;Bealanana;Ambararatabe Nord
Sofia;Bealanana;Ambodisikidy
Sofia;Bealanana;Ambararata Sofia
Sofia;Bealanana;Marotolana
Sofia;Bealanana;Ambodiadabo M
Sofia;Bealanana;Ankazotokana
Sofia;Bealanana;Ambalaromba
Boeny;Mahajanga II;Belobaka
Boeny;Mahajanga II;Boanamary
Boeny;Mahajanga II;Ambalakida
Boeny;Mahajanga II;Betsako
Boeny;Mahajanga II;Mariarano
Boeny;Mahajanga II;Bekobay
Boeny;Mahajanga II;Andranoboka
Boeny;Mahajanga II;Mahajamba Usine
Boeny;Mahajanga II;Ambalabe Befanjava
Betsiboka;Kandreho;Kandreho
Betsiboka;Kandreho;Ambaliha
Betsiboka;Kandreho;Behazomaty
Betsiboka;Kandreho;Betaimboay
Betsiboka;Kandreho;Andasibe
Melaky;Ambatomainty;Ambatomainty
Melaky;Ambatomainty;Bemarivo
Melaky;Ambatomainty;Sarodrano
Melaky;Ambatomainty;Marotsialeha
Ihorombe;Ihosy;Satrokala
Ihorombe;Ihosy;Andiolava
Ihorombe;Ihosy;Analavoka
Ihorombe;Ihosy;Ranohira
Ihorombe;Ihosy;Ilakaka
Ihorombe;Ihosy;Menamaty Iloto
Atsimo Atsinanana;Vondrozo;Vondrozo
Atsimo Atsinanana;Vondrozo;Manambidala
Atsimo Atsinanana;Vondrozo;Anandravy
Atsimo Atsinanana;Vondrozo;Mahatsinjo
Atsimo Atsinanana;Vondrozo;Mahazoarivo
Atsimo Atsinanana;Vondrozo;Iamonta
Atsimo Atsinanana;Vondrozo;Vohimary
Atsimo Atsinanana;Vondrozo;Antokonala
Atsimo Atsinanana;Vondrozo;Ambohimana
Atsimo Atsinanana;Vondrozo;Karianga
Atsimo Atsinanana;Vondrozo;Manato
Atsimo Atsinanana;Vondrozo;Ivato
Atsimo Atsinanana;Vondrozo;Mahavelo
Atsimo Atsinanana;Vondrozo;Andakana
Atsimo Atsinanana;Vondrozo;Moroteza
Atsimo Atsinanana;Vondrozo;Vohiboreka
Ihorombe;Ivohibe;Ivohibe
Ihorombe;Ivohibe;Antambohobe
Ihorombe;Ivohibe;Maropaika
Ihorombe;Ivohibe;Ivongo
Haute Matsiatra;Ikalamavony;Ikalamavony
Haute Matsiatra;Ikalamavony;Mangidy
Haute Matsiatra;Ikalamavony;Solila
Haute Matsiatra;Ikalamavony;Ambatomainty
Haute Matsiatra;Ikalamavony;Fitampito
Haute Matsiatra;Ikalamavony;Tanamarina Sakay
Haute Matsiatra;Ikalamavony;Tsitondroina
Haute Matsiatra;Ikalamavony;Tanamarina Bekisopa
Haute Matsiatra;Lalangina;Andrainjato Centre
Haute Matsiatra;Lalangina;Andrainjato Est
Haute Matsiatra;Lalangina;Ambalakely
Haute Matsiatra;Lalangina;Ivoamba
Haute Matsiatra;Lalangina;Taindambo
Haute Matsiatra;Lalangina;Mahatsinjony
Haute Matsiatra;Lalangina;Sahambavy
Haute Matsiatra;Lalangina;Ambalamahasoa
Haute Matsiatra;Lalangina;Alakamisy Ambohimaha
Haute Matsiatra;Lalangina;Androy
Haute Matsiatra;Lalangina;Alatsinainy Ialamarina
Haute Matsiatra;Lalangina;Fandrandava
Haute Matsiatra;Lalangina;Ialananindro
Ihorombe;Iakora;Iakora
Ihorombe;Iakora;Ranotsara Nord
Ihorombe;Iakora;Begogo
Atsimo Atsinanana;Befotaka;Befotaka Sud
Atsimo Atsinanana;Befotaka;Antondabe
Atsimo Atsinanana;Befotaka;Marovitsika Sud
Atsimo Atsinanana;Befotaka;Antaninarenina
Atsimo Atsinanana;Befotaka;Ranotsara Sud
Atsimo Atsinanana;Befotaka;Beharena
Atsimo Atsinanana;Befotaka;Bekofafa Sud
Amoron I Mania;Manandriana;Ambovombe Centre
Amoron I Mania;Manandriana;Ambohimahazo
Amoron I Mania;Manandriana;Anjoma Nandihizana
Amoron I Mania;Manandriana;Ambohimilanja
Amoron I Mania;Manandriana;Ambohipo
Amoron I Mania;Manandriana;Anjoman'ankona
Amoron I Mania;Manandriana;Vinany Andakatanikely
Amoron I Mania;Manandriana;Talata Vohimena
Amoron I Mania;Manandriana;Ambatomarina
Amoron I Mania;Manandriana;Andakatany
Haute Matsiatra;Vohibato;Mahasoabe
Haute Matsiatra;Vohibato;Vinanitelo
Haute Matsiatra;Vohibato;Alakamisy Itenina
Haute Matsiatra;Vohibato;Talata Ampano
Haute Matsiatra;Vohibato;Ihazoara
Haute Matsiatra;Vohibato;Ankaromalaza Mifanasoa
Haute Matsiatra;Vohibato;Vohimarina
Haute Matsiatra;Vohibato;Maneva
Haute Matsiatra;Vohibato;Vohitrafeno
Haute Matsiatra;Vohibato;Andranovorivato
Haute Matsiatra;Vohibato;Vohibato Ouest
Haute Matsiatra;Vohibato;Andranomiditra
Haute Matsiatra;Vohibato;Soaindrana
Haute Matsiatra;Vohibato;Mahaditra
Haute Matsiatra;Isandra;Isorana
Haute Matsiatra;Isandra;Anjoma Itsara
Haute Matsiatra;Isandra;Andoharanomaitso
Haute Matsiatra;Isandra;Ambondrona
Haute Matsiatra;Isandra;Ambalamidera II
Haute Matsiatra;Isandra;Ankarinarivo Manirisoa
Haute Matsiatra;Isandra;Soatanana
Haute Matsiatra;Isandra;Nasandratrony
Haute Matsiatra;Isandra;Mahazoarivo
Haute Matsiatra;Isandra;Fanjakana
Haute Matsiatra;Isandra;Iavonomby Vohibola
Atsinanana;Toamasina I;Ambodimanga
Atsinanana;Toamasina I;Anjoma
Atsinanana;Toamasina I;Morarano
Atsinanana;Toamasina I;Tanambao V
Atsinanana;Toamasina I;Ankirihiry
Analanjirofo;Sainte Marie;Sainte Marie
Analanjirofo;Maroantsetra;Maroantsetra
Analanjirofo;Maroantsetra;Anjanazana
Analanjirofo;Maroantsetra;Manambolo
Analanjirofo;Maroantsetra;Andranofotsy
Analanjirofo;Maroantsetra;Antakotako
Analanjirofo;Maroantsetra;Ankofa
Analanjirofo;Maroantsetra;Ambinanitelo
Analanjirofo;Maroantsetra;Anjahana
Analanjirofo;Maroantsetra;Ambanizana
Analanjirofo;Maroantsetra;Mahalevona
Analanjirofo;Maroantsetra;Voloina
Analanjirofo;Maroantsetra;Ankofabe
Analanjirofo;Maroantsetra;Antsirabe Sahatany
Analanjirofo;Maroantsetra;Rantabe
Analanjirofo;Maroantsetra;Morafeno
Analanjirofo;Maroantsetra;Androndrono
Analanjirofo;Maroantsetra;Ambodimanga Rantabe
Analanjirofo;Maroantsetra;Anandrivola
Analanjirofo;Mananara-Avaratra;Mananara Avaratra
Analanjirofo;Mananara-Avaratra;Ambodivoanio
Analanjirofo;Mananara-Avaratra;Imorona
Analanjirofo;Mananara-Avaratra;Antanambaobe
Analanjirofo;Mananara-Avaratra;Antanananivo
Analanjirofo;Mananara-Avaratra;Manambolosy
Analanjirofo;Mananara-Avaratra;Ambodiampana
Analanjirofo;Mananara-Avaratra;Sandrakatsy
Analanjirofo;Mananara-Avaratra;Tanibe
Analanjirofo;Mananara-Avaratra;Ambatoharanana
Analanjirofo;Mananara-Avaratra;Antanambe
Analanjirofo;Mananara-Avaratra;Saromaona
Analanjirofo;Mananara-Avaratra;Vanono
Analanjirofo;Mananara-Avaratra;Andasibe I
Analanjirofo;Fenerive Est;Fenerive Est
Analanjirofo;Fenerive Est;Ambodimanga II
Analanjirofo;Fenerive Est;Mahambo
Analanjirofo;Fenerive Est;Ampasina Maningory
Analanjirofo;Fenerive Est;Ambatoharanana
Analanjirofo;Fenerive Est;Vohilengo
Analanjirofo;Fenerive Est;Saranambana
Analanjirofo;Fenerive Est;Ampasimbe Manantsatrana
Analanjirofo;Fenerive Est;Miorimivalana
Analanjirofo;Fenerive Est;Vohipeno
Analanjirofo;Fenerive Est;Antsiatsiaka
Analanjirofo;Fenerive Est;Mahanoro
Atsinanana;Brickaville;Brickaville
Atsinanana;Brickaville;Vohitranivona
Atsinanana;Brickaville;Anivorano Est
Atsinanana;Brickaville;Mahatsara
Atsinanana;Brickaville;Andovoranto
Atsinanana;Brickaville;Ambinaninony
Atsinanana;Brickaville;Fetraomby
Atsinanana;Brickaville;Vohipeno Razanaka
Atsinanana;Brickaville;Ranomafana Est
Atsinanana;Brickaville;Ampasimbe
Atsinanana;Brickaville;Fanasana
Atsinanana;Brickaville;Ambalarondra
Atsinanana;Brickaville;Maroseranana
Atsinanana;Brickaville;Lohariandava
Atsinanana;Brickaville;Andekaleka
Atsinanana;Brickaville;Ambohimanana
Atsinanana;Brickaville;Anjahamana
Atsinanana;Vatomandry;Vatomandry
Atsinanana;Vatomandry;Ambodivoananto
Atsinanana;Vatomandry;Maintinandry
Atsinanana;Vatomandry;Tanambao Vahatrakaka
Atsinanana;Vatomandry;Tsarasambo
Atsinanana;Vatomandry;Sahamatevina
Atsinanana;Vatomandry;Antanambao Mahatsara
Atsinanana;Vatomandry;Iamborano
Atsinanana;Vatomandry;Ambalavolo
Atsinanana;Vatomandry;Amboditavolo
Atsinanana;Vatomandry;Niherenana
Atsinanana;Vatomandry;Ilaka Est
Atsinanana;Vatomandry;Niarovana Caroline
Atsinanana;Vatomandry;Tsivangiana
Atsinanana;Vatomandry;Ampasimazava
Atsinanana;Vatomandry;Ampasimadinika
Atsinanana;Vatomandry;Ifasina I
Atsinanana;Vatomandry;Ambalabe
Atsinanana;Vatomandry;Ifasina II
Atsinanana;Mahanoro;Mahanoro
Atsinanana;Mahanoro;Betsizaraina
Atsinanana;Mahanoro;Tsaravinany
Atsinanana;Mahanoro;Ambodiharina
Atsinanana;Mahanoro;Manjakandriana
Atsinanana;Mahanoro;Masomeloka
Atsinanana;Mahanoro;Ambinanidilana
Atsinanana;Mahanoro;Ambodibonara
Atsinanana;Mahanoro;Ankazotsifantatra
Atsinanana;Mahanoro;Ambinanindrano
Atsinanana;Mahanoro;Befotaka
Atsinanana;Marolambo;Marolambo
Atsinanana;Marolambo;Betampona
Atsinanana;Marolambo;Tanambao Rabemanana
Atsinanana;Marolambo;Andonabe Sud
Atsinanana;Marolambo;Ambalapaiso II
Atsinanana;Marolambo;Ambodivoangy
Atsinanana;Marolambo;Ambohimilanja
Atsinanana;Marolambo;Ambatofisaka II
Atsinanana;Marolambo;Androrangavola
Atsinanana;Marolambo;Anosiarivo I
Atsinanana;Marolambo;Amboasary
Atsinanana;Marolambo;Lohavanana
Atsinanana;Marolambo;Ambodinonoka
Atsinanana;Marolambo;Sahakevo
Atsinanana;Toamasina II;Toamasina Suburbaine
Atsinanana;Toamasina II;Antetezambaro
Atsinanana;Toamasina II;Fanandrana
Atsinanana;Toamasina II;Ambodiriana
Atsinanana;Toamasina II;Ampasimadinika Manambolo
Atsinanana;Toamasina II;Amboditandroroho
Atsinanana;Toamasina II;Mahavelona (Foulpointe)
Atsinanana;Toamasina II;Sahambala
Atsinanana;Toamasina II;Ambodilazana
Atsinanana;Toamasina II;Ampasimbe Onibe
Atsinanana;Toamasina II;Mangabe
Atsinanana;Toamasina II;Amporoforo
Atsinanana;Toamasina II;Antenina
Atsinanana;Toamasina II;Andondabe
Atsinanana;Toamasina II;Ampisokina
Atsinanana;Toamasina II;Andranobolaha
Atsinanana;Toamasina II;Fito
Atsinanana;Antanambao Manampontsy;Antanambao Manampontsy
Atsinanana;Antanambao Manampontsy;Mahela
Atsinanana;Antanambao Manampontsy;Saivaza
Atsinanana;Antanambao Manampontsy;Antanandehibe
Atsinanana;Antanambao Manampontsy;Manakana
Alaotra Mangoro;Amparafaravola;Amparafaravola
Alaotra Mangoro;Amparafaravola;Bedidy
Alaotra Mangoro;Amparafaravola;Ambohimandroso
Alaotra Mangoro;Amparafaravola;Sahamamy
Alaotra Mangoro;Amparafaravola;Ambatomainty
Alaotra Mangoro;Amparafaravola;Ampasikely
Alaotra Mangoro;Amparafaravola;Andrebakely Sud
Alaotra Mangoro;Amparafaravola;Ambohitrarivo
Alaotra Mangoro;Amparafaravola;Anororo
Alaotra Mangoro;Amparafaravola;Morarano Chrome
Alaotra Mangoro;Amparafaravola;Ranomainty
Alaotra Mangoro;Amparafaravola;Ambohijanahary
Alaotra Mangoro;Amparafaravola;Tanambe
Alaotra Mangoro;Amparafaravola;Beanana
Alaotra Mangoro;Amparafaravola;Vohitsara
Alaotra Mangoro;Amparafaravola;Amboavory
Alaotra Mangoro;Amparafaravola;Andilana Nord
Alaotra Mangoro;Amparafaravola;Ambodimanga
Alaotra Mangoro;Amparafaravola;Vohimena
Alaotra Mangoro;Amparafaravola;Andrebakely Nord
Alaotra Mangoro;Ambatondrazaka;Ambatondrazaka
Alaotra Mangoro;Ambatondrazaka;Feramanga Nord
Alaotra Mangoro;Ambatondrazaka;Ambatondrazaka Suburbaine
Alaotra Mangoro;Ambatondrazaka;Ambandrika
Alaotra Mangoro;Ambatondrazaka;Ampitatsimo
Alaotra Mangoro;Ambatondrazaka;Ambohitsilaozana
Alaotra Mangoro;Ambatondrazaka;Ilafy
Alaotra Mangoro;Ambatondrazaka;Manakambahiny Andrefana
Alaotra Mangoro;Ambatondrazaka;Antsangasanga
Alaotra Mangoro;Ambatondrazaka;Ambatosoratra
Alaotra Mangoro;Ambatondrazaka;Andilanatoby
Alaotra Mangoro;Ambatondrazaka;Bejofo
Alaotra Mangoro;Ambatondrazaka;Didy
Alaotra Mangoro;Ambatondrazaka;Imerimandroso
Alaotra Mangoro;Ambatondrazaka;Amparihintsokatra
Alaotra Mangoro;Ambatondrazaka;Andromba
Alaotra Mangoro;Ambatondrazaka;Manakambahiny Antsinanana
Alaotra Mangoro;Ambatondrazaka;Soalazaina
Alaotra Mangoro;Ambatondrazaka;Tanambao Besakay
Alaotra Mangoro;Moramanga;Moramanga
Alaotra Mangoro;Moramanga;Ambohibary
Alaotra Mangoro;Moramanga;Ampasimpotsy Gara
Alaotra Mangoro;Moramanga;Andasibe
Alaotra Mangoro;Moramanga;Anosibe Ifody
Alaotra Mangoro;Moramanga;Vodiriana
Alaotra Mangoro;Moramanga;Morarano Gara
Alaotra Mangoro;Moramanga;Belavabary
Alaotra Mangoro;Moramanga;Sabotsy Anjiro
Alaotra Mangoro;Moramanga;Ambohidronono
Alaotra Mangoro;Moramanga;Beforona
Alaotra Mangoro;Moramanga;Ambatovola
Alaotra Mangoro;Moramanga;Lakato
Alaotra Mangoro;Moramanga;Amboasary
Alaotra Mangoro;Moramanga;Fierenana
Alaotra Mangoro;Moramanga;Mandialaza
Alaotra Mangoro;Moramanga;Antaniditra
Alaotra Mangoro;Moramanga;Ampasipotsy Mandialaza
Alaotra Mangoro;Moramanga;Antanandava
Alaotra Mangoro;Moramanga;Mangarivotra
Alaotra Mangoro;Moramanga;Andaingo
Analanjirofo;Vavatenina;Vavatenina
Analanjirofo;Vavatenina;Maromitety
Analanjirofo;Vavatenina;Ambohibe
Analanjirofo;Vavatenina;Ampasimazava
Analanjirofo;Vavatenina;Anjahambe
Analanjirofo;Vavatenina;Ambatoharanana
Analanjirofo;Vavatenina;Andasibe
Analanjirofo;Vavatenina;Miarinarivo
Analanjirofo;Vavatenina;Sahatavy
Analanjirofo;Vavatenina;Ambodimangavalo
Alaotra Mangoro;Andilamena;Andilamena
Alaotra Mangoro;Andilamena;Bemaitso
Alaotra Mangoro;Andilamena;Antanimenabaka
Alaotra Mangoro;Andilamena;Tanananifololahy
Alaotra Mangoro;Andilamena;Maroadabo
Alaotra Mangoro;Andilamena;Marovato
Alaotra Mangoro;Andilamena;Miarinarivo
Alaotra Mangoro;Andilamena;Maitsokely
Alaotra Mangoro;Anosibe-An'ala;Anosibe An'ala
Alaotra Mangoro;Anosibe-An'ala;Ampasimaneva
Alaotra Mangoro;Anosibe-An'ala;Ampandroantraka
Alaotra Mangoro;Anosibe-An'ala;Tratramarina
Alaotra Mangoro;Anosibe-An'ala;Antandrokomby
Alaotra Mangoro;Anosibe-An'ala;Ambalaomby
Alaotra Mangoro;Anosibe-An'ala;Niarovana Marosampanana
Alaotra Mangoro;Anosibe-An'ala;Tsaravinany
Alaotra Mangoro;Anosibe-An'ala;Longozabe
Alaotra Mangoro;Anosibe-An'ala;Ambatoharanana
Analanjirofo;Soanierana Ivongo;Soanierana Ivongo
Analanjirofo;Soanierana Ivongo;Fotsialanana
Analanjirofo;Soanierana Ivongo;Antanifotsy
Analanjirofo;Soanierana Ivongo;Ambodiampana
Analanjirofo;Soanierana Ivongo;Andapafito
Analanjirofo;Soanierana Ivongo;Ambahoabe
Analanjirofo;Soanierana Ivongo;Manompana
Analanjirofo;Soanierana Ivongo;Antenina
Boeny;Mahajanga I;Mahajanga
Boeny;Mahajanga I;Mahabibo
Melaky;Besalampy;Besalampy
Melaky;Besalampy;Ampako
Melaky;Besalampy;Marovoay Sud
Melaky;Besalampy;Soanenga
Melaky;Besalampy;Bekodoka
Melaky;Besalampy;Ambolodia Sud
Melaky;Besalampy;Ankasakasa Tsibiray
Melaky;Besalampy;Mahabe
Boeny;Soalala;Soalala
Boeny;Soalala;Ambohipaky
Boeny;Soalala;Andranomavo
Betsiboka;Maevatanana;Maevatanana I
Betsiboka;Maevatanana;Maevatanana II
Betsiboka;Maevatanana;Beratsimanina
Betsiboka;Maevatanana;Bemokotra
Betsiboka;Maevatanana;Mahazoma
Melaky;Antsalova;Antsalova
Melaky;Antsalova;Soahany
Melaky;Antsalova;Masoarivo
Melaky;Antsalova;Trangahy
Melaky;Antsalova;Bekopaka
Melaky;Maintirano;Maintirano
Melaky;Maintirano;Mafaijijo
Melaky;Maintirano;Andabotoka
Melaky;Maintirano;Betanatanana
Melaky;Maintirano;Andrea
Melaky;Maintirano;Ankisatra
Melaky;Maintirano;Marohazo
Melaky;Maintirano;Antsondrodava
Melaky;Maintirano;Belitsaky
Melaky;Maintirano;Tambohorano
Melaky;Maintirano;Veromanga
Melaky;Maintirano;Maromavo
Melaky;Maintirano;Andranovao
Melaky;Maintirano;Antsaidoha Bebao
Melaky;Maintirano;Berevo/ranobe
Melaky;Maintirano;Bebaboky Sud
Melaky;Maintirano;Bemokotra Sud
Melaky;Morafenobe;Morafenobe
Melaky;Morafenobe;Andramy
Melaky;Morafenobe;Beravina
Sofia;Mampikony;Mampikony I
Sofia;Mampikony;Mampikony II
Sofia;Mampikony;Ambohitoaka
Sofia;Mampikony;Ankiririky
Sofia;Mampikony;Bekoratsaka
Sofia;Mampikony;Malakialina
Sofia;Mampikony;Betaramahamay
Sofia;Mampikony;Komajia
Sofia;Mampikony;Ampasimatera
Sofia;Mampikony;Ambodihazoambo
Atsimo Andrefana;Toliary-I;Tanambao I
Atsimo Andrefana;Toliary-I;Tanambao II Tsf Nord
